smiles,density,eat,eea,egb,egc,ei,eps,mt,nc,tg
*CCc1ccc(*)o1,,,,,,,,,,25.5
*c1cccc(-c2nc3ccc(-c4ccc5oc(*)nc5c4)cc3o2)c1,,,,,,,,,,3.5292
*Oc1cc(OC)c(*)cc1OC,,,,,,,,,,4.0822
*SC(*)(F)F,,,,,,,,,,-118.0
*OC(=O)CCSCCC(*)=O,,,,,,,,,,55.0
*OC(=O)CSCCSCC(*)=O,,,,,,,,,,83.0
*OC(=O)CCSCCSCCC(*)=O,,,,,,,,,,75.0
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CSCCSCC(=O)O*,,,,,,,,,,5.0898
*CCOC(=O)NCCSCCSCCNC(=O)O*,,,,,,,,,,168.0
*CCCCOC(=O)NCCSCCSCCNC(=O)O*,,,,,,,,,,177.0
*CCCCCOC(=O)NCCSCCSCCNC(=O)O*,,,,,,,,,,130.0
*CCCCCOC(=O)NCCSCCCCSCCNC(=O)O*,,,,,,,,,,88.5
*CCCCCOC(=O)NCCSCCCCCSCCNC(=O)O*,,,,,,,,,,87.0
*CCCCCOC(=O)NCCSCCCCCCSCCNC(=O)O*,,,,,,,,,,94.0
*CCCCCCOC(=O)NCCSCCCCSCCNC(=O)O*,,,,,,,,,,120.0
*CCCCCCOC(=O)NCCSCCCCCCSCCNC(=O)O*,,,,,,,,,,105.0
*CCCOC(=O)NCCSCCSCCNC(=O)O*,,,,,,,,,,157.0
*Cc1ccc(CSSSS*)cc1,,,,,,,,,,3.0
*OC(=O)CCSc1ccc(SCCC(*)=O)cc1,,,,,,,,,,52.5
*OC(=O)CCSCc1ccc(CSCCC(*)=O)cc1,,,,,,,,,,73.0
*OC(=O)c1ccc(SCCCCSc2ccc(C(*)=O)cc2)cc1,,,,,,,,,,62.0
*CCC(=O)OC(=O)CCc1ccc(*)s1,,,,,,,,,,78.0
*CC(=O)NCCCCCCNC(=O)Cc1ccc(*)s1,,,,,,,,,,230.0
*c1cccc(-c2nc3ccc(-c4ccc5nc(*)sc5c4)cc3s2)c1,,,,,,,,,,495.0
*CCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,,,,,,,,265.0
*CCCCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,,,,,,,,250.0
*CCCCCCCCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,,,,,,,,164.0
*c1ccc(Sc2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,,,,,,,,,,288.0
*C1C=CC(*)S1,,,,,,,,,,4.903
*CCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,,,,,,,,57.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,,,,,,,,79.0
*CCCCCCOC(=O)SSC(=O)O*,,,,,,,,,,55.0
*CCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,,,,,,,,46.0
*CCCCCOC(=O)CCCCSCCCCC(=O)O*,,,,,,,,,,42.0
*C(=O)SSCCCCCCSSC(=O)N1CCN(*)CC1,,,,,,,,,,196.0
*C(=O)SSCCCCSSC(=O)N1CCN(*)CC1,,,,,,,,,,204.0
*CCCCOC(=O)SSSSC(=O)O*,,,,,,,,,,92.0
*CCCCOC(=O)SSSC(=O)O*,,,,,,,,,,66.0
*CCCOC(=O)CCCCSCCCCC(=O)O*,,,,,,,,,,0.0
*CCOC(=O)CCCCSCCCCC(=O)O*,,,,,,,,,,28.0
*OC(C)CCOC(=O)CCCCSCCCCC(*)=O,,,,,,,,,,-35.0
*C(OC)=C(OC)c1ccc(*)s1,,,,,,,,,,2.5351
*C(=O)C(O)c1ccc(*)s1,,,,,,,,,,4.0132
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CSCSCC(=O)O*,,,,,,,,,,55.0
*CCCCCCCCCCOC(=O)C(=O)O*,,,,,,,,,,78.0
*CCCOC(=O)CCC(=O)O*,,,,,,,,,,-34.7
*CCCCCCCCCCOC(=O)CCCC(=O)O*,,,,,,,,,,60.0
*CCCCCCCCCCOC(=O)CCCCCCC(=O)O*,,,,,,,,,,-22.0
*CCCOC(=O)CCCCCCCC(=O)O*,,,,,,,,,,50.0
*CCCCOC(=O)CCCCCCCCC(=O)O*,,,,,,,,,,-57.0
*CCCCCCCOC(=O)CCCCCCCCC(=O)O*,,,,,,,,,,6.8159
*Oc1ccc(Cc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,,,,,,,,,150.0
*CCCCCCOC(=O)CCC(=O)O*,,,,,,,,,,-50.0
*CCCCCOC(=O)CCCCC(=O)O*,,,,,,,,,,-69.0
*CC#CCOC(=O)CCCCCCCCC(=O)O*,,,,,,,,,,-26.5
*CCCCCCOC(=O)C1CCC(C(=O)O*)CC1,,,,,,,,,,120.0
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c2)cc1,,,,,,,,,,282.5
*CCCC(=O)O*,,,,,,,,,,1.5
*CCCCC(=O)O*,,,,,,,,,,-66.0
*CCCCCCCCCCC(=O)O*,,,,,,,,,,-46.05
*CCCCCCCCCCCCC(=O)O*,,,,,,,,,,-36.0
*CCCCCCCCCCCCCCC(=O)O*,,,,,,,,,,-22.1
*CCCCCCCC(=O)O*,,,,,,,,,,77.4
*CCCCCCCCC(=O)O*,,,,,,,,,,79.05
*CCCCCCCCCCCCCC(=O)O*,,,,,,,,,,96.0
*CCCCCCCCCCCCCCCC(=O)O*,,,,,,,,,,95.5
*CCCCCCCCOC(=O)CCCCC(=O)O*,,,,,,,,,,67.0
*CCCCCCCCOC(=O)CCCCCCC(=O)O*,,,,,,,,,,70.0
*CCCCCCCCCCCCOC(=O)CCCCC(=O)O*,,,,,,,,,,78.0
*CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O*,,,,,,,,,,80.0
*CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,,,,,,,,,,82.0
*CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O*,,,,,,,,,,6.7152
*CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,,,,,,,,,,-26.0
*CCOC(=O)C=CC(=O)O*,,,,,,,,,,4.8762
*CCCCOC(=O)CC(=CC(=O)O*)c1ccc(OCC)cc1,,,,,,,,,,3.9789
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCC(C)CC,,,,,,,,,,237.0
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CC2CCC1C2,,,,,,,,,,267.0
*CCOC(=O)CSC(=O)Nc1ccc(Cc2ccc(NC(=O)SCC(=O)O*)cc2)cc1,,,,,,,,,,161.0
*CCCCCOC(=O)c1cccc(C(=O)O*)c1,,,,,,,,,,7.0
*CCCCCCOC(=O)C(=O)O*,,,,,,,,,,66.5
*OC(CCl)CC(*)=O,,,,,,,,,,146.0
*CCCOC(=O)CCCCCCCCCC(=O)O*,,,,,,,,,,59.0
*OC(c1ccccc1)C(C)(C)C(*)=O,,,,,,,,,,290.0
*OC(c1ccc(Cl)cc1)C(C)(C)C(*)=O,,,,,,,,,,260.0
*CC1CCC(COC(=O)CCCCCCCC(=O)O*)CC1,,,,,,,,,,43.5
*CC1CCC(COC(=O)CCCCCCCCCCC(=O)O*)CC1,,,,,,,,,,64.0
*CC1CCC(COC(=O)CCCC(=O)O*)CC1,,,,,,,,,,48.0
*CC1CCC(COC(=O)C(=O)O*)CC1,,,,,,,,,,213.0
*CC1CCC(COC(=O)Cc2ccc(CC(=O)O*)cc2)CC1,,,,,,,,,,55.0
*CC1CCC(COC(=O)CCCCCC(=O)O*)CC1,,,,,,,,,,30.0
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,,,,,,,,,,60.0
*CC1CCC(COC(=O)CCCCCCC(=O)O*)CC1,,,,,,,,,,71.5
*OC1CCC(OC(=O)CCCCCCC(*)=O)CC1,,,,,,,,,,181.0
*CCCCCCCCCCOC(=O)CC(=O)O*,,,,,,,,,,34.0
*CCCCCCCCCCOC(=O)CCCCCC(=O)O*,,,,,,,,,,66.0
*CCCCCCCCCCOC(=O)C(O)C(O)C(=O)O*,,,,,,,,,,49.5
*CCCCCCCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,,,,,,,,101.0
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,,,,,,,,,,134.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O*,,,,,,,,,,87.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCC(C)CC(=O)O*,,,,,,,,,,60.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCC(=O)O*,,,,,,,,,,85.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCC(=O)O*,,,,,,,,,,80.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CC(=O)O*,,,,,,,,,,-35.1
*CCCCCCCCCCCCCCCCCCCCOC(=O)C(=O)O*,,,,,,,,,,90.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)O*,,,,,,,,,,49.5
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCC(=O)O*,,,,,,,,,,84.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,,,,,,,,,,92.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,,,,,,,,,,87.0
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O*,,,,,,,,,,87.5
*CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,,,,,,,,,,163.0
*OC(C)COC(=O)CCCCCCCC(*)=O,,,,,,,,,,-38.0
*OC(=O)c1ccc(CCc2ccc(C(*)=O)cc2)cc1,,,,,,,,,,340.0
*OC(C)COC(=O)CCCC(*)=O,,,,,,,,,,-12.0
*OC(C)COC(=O)c1cccc(C(*)=O)c1,,,,,,,,,,77.0
*CCOC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,,,,,,,,,,320.0
*CCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,,,,,,,,137.0
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,,,,,,,,,,-7.0
*CCCCCCOC(=O)CCCC(=O)O*,,,,,,,,,,34.0
*CCCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,,,,,,,,92.0
*OC(CC)(CC)C(*)=O,,,,,,,,,,200.0
*OC(C)(C)C(*)=O,,,,,,,,,,190.0
*OC(C(*)=O)C(C)C,,,,,,,,,,205.0
*CCCC(C)CCC(=O)O*,,,,,,,,,,36.0
*CC(CCCC)(CCCC)C(=O)O*,,,,,,,,,,245.0
*OC(CC(*)=O)C(C)(Cl)Cl,,,,,,,,,,109.0
*Oc1ccc(C=CC(*)=O)cc1,,,,,,,,,,3.6422
*CCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,,,,,,255.0
*CCCCCOC(=O)C(=O)O*,,,,,,,,,,54.0
*CCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,,,,,,,,88.0
*Oc1ccc(OC(=O)CCC(*)=O)cc1,,,,,,,,,,300.0
*CCC(=O)Oc1ccc(OC(=O)CCN2CCN(*)C(C)C2)cc1,,,,,,,,,,164.0
*OC(C)COC(=O)C(*)=O,,,,,,,,,,178.0
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,,,,,,200.0
*CCCCOC(=O)CC(=O)O*,,,,,,,,,,-17.0
*CCCCOC(=O)C(=O)O*,,,,,,,,,,104.0
*CCCCOC(=O)COCC(=O)O*,,,,,,,,,,-23.0
*CCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,,,,,,,,71.5
*CCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,,,,,,,,88.0
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,,,,,,,,222.0
*CC(CBr)(CBr)COC(=O)CCCCC(=O)O*,,,,,,,,,,120.0
*CC(CCl)(CCl)COC(=O)CCCCC(=O)O*,,,,,,,,,,108.0
*CC(CCl)(CBr)COC(=O)CCCCC(=O)O*,,,,,,,,,,111.0
*CC(C)(C)COC(=O)CCCCCCCC(=O)O*,,,,,,,,,,6.5848
*CCCOC(=O)C1CCC(C(=O)O*)CC1,,,,,,,,,,-6.0
*OC(C)CCOC(=O)c1cccc(C(*)=O)c1,,,,,,,,,,52.5
*CCCOC(=O)CC(=O)O*,,,,,,,,,,6.0
*CCCOC(=O)C(=O)O*,,,,,,,,,,89.0
*CC(CCl)(CCl)COC(=O)C(=O)O*,,,,,,,,,,122.0
*CC(C)(C)COC(=O)C(=O)O*,,,,,,,,,,111.0
*CCCOC(=O)Cc1ccc(CC(=O)O*)cc1,,,,,,,,,,58.0
*CC(C)(C)COC(=O)CCCCCCCCC(=O)O*,,,,,,,,,,26.0
*CC(C)(C)COC(=O)CCCCCCC(=O)O*,,,,,,,,,,17.0
*Cc1ccc(COC(=O)CCCC(=O)O*)cc1,,,,,,,,,,5.4521
*Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O*)cc1,,,,,,,,,,92.0
*Cc1ccc(COC(=O)c2cccc(C(=O)O*)c2)cc1,,,,,,,,,,143.0
*Cc1ccc(COC(=O)CCCCCC(=O)O*)cc1,,,,,,,,,,66.0
*Cc1ccc(COC(=O)CCCCCCCCC(=O)O*)cc1,,,,,,,,,,91.0
*Cc1ccc(COC(=O)CCC(=O)O*)cc1,,,,,,,,,,5.464
*CC(C)(C)COC(=O)CC(=O)O*,,,,,,,,,,67.0
*CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,,,,,,,,,50.5
*OC(C)CCCC(C)C(*)=O,,,,,,,,,,-33.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,,,,,,,,45.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,,,,,,,,,,6.6602
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,,,,,,,,,,6.9563
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,,,,,,,,,,40.0
*OC1C(C)(C)C(OC(=O)C2CCC(C(*)=O)CC2)C1(C)C,,,,,,,,,,169.0
*OC1C(C)(C)C(OC(=O)c2ccc(C(*)=O)cc2)C1(C)C,,,,,,,,,,184.0
*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,,,,,,,,163.0
*CC(C)(C)COC(=O)C1CCC(C(=O)O*)CC1,,,,,,,,,,30.0
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,,,,,,,,,,96.0
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)C)c2)cc1C(C)C,,,,,,,,,,140.0
*OC(C)COC(=O)CCCCCC(*)=O,,,,,,,,,,-30.0
*CCC(=O)OCCOC(=O)CCN1CCN(*)CC1,,,,,,,,,,93.0
*OC(C)COC(=O)CCCCCCCCC(*)=O,,,,,,,,,,20.0
*OC(C)COC(=O)CCCCCCC(*)=O,,,,,,,,,,-37.5
*OC(C)COC(=O)CCC(*)=O,,,,,,,,,,47.0
*CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,,,,,,,,86.0
*OC(c1ccco1)C(C)(C)C(*)=O,,,,,,,,,,180.0
*CCCCOC(=O)C(OC)C(OC)C(=O)O*,,,,,,,,,,92.0
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1,,,,,,,,,,312.0
*OC(=C(C)C)C(C)(C)C(*)=O,,,,,,,,,,190.0
*Oc1ccc(OC(=O)C=Cc2ccc(C=CC(*)=O)cc2)cc1,,,,,,,,,,3.0386
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,,,,,,,,,105.0
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,,,,,,,,,,73.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,,,,,,,,,,35.0
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,,,,,,,,,,70.0
*OC(C)CCCCC(*)=O,,,,,,,,,,-40.0
*CCCCCCCCCNC(=O)CCCCC(=O)N*,,,,,,,,,,68.0
*NC1CCC(CC2CCC(NC(=O)CCCCC(*)=O)CC2)CC1,,,,,,,,,,185.0
*CCCP(CCCNC(=O)CCCCC(=O)N*)CC(C)C,,,,,,,,,,71.0
*OC(=O)c1ccc(C(=O)NCNC(=O)c2ccc(C(*)=O)cc2)cc1,,,,,,,,,,330.0
*CCCCCCCCCCNC(=O)CCCCC(=O)N*,,,,,,,,,,45.0
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCC(*)=O)CC2)CC1,,,,,,,,,,144.0
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,,,,,,,,120.0
*CC1CCC(CNC(=O)c2cccc(C(=O)N*)c2)CC1,,,,,,,,,,208.0
*CCCC(C)(C)CNC(=O)c1cccc(C(=O)N*)c1,,,,,,,,,,153.0
*CC1CC(CNC(=O)c2cccc(C(=O)N*)c2)CC(C(C)(C)C)C1,,,,,,,,,,209.0
*CC1CCCC(CNC(=O)c2cccc(C(=O)N*)c2)C1,,,,,,,,,,180.0
*CCCCCCNC(=O)CCP(=S)(CCC(=O)N*)c1ccccc1,,,,,,,,,,43.0
*CCCCCCNC(=O)CCP(=O)(CCC(=O)N*)c1ccccc1,,,,,,,,,,29.0
*CCCC(C)(C)CNC(=O)CCCCC(=O)N*,,,,,,,,,,77.0
*CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N*,,,,,,,,,,65.0
*CCCC(CCNC(=O)c1ccc(C(=O)N*)cc1)C(C)C,,,,,,,,,,150.0
*CCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,,,,,,,,,160.0
*CCCCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.5356
*C(=O)CCCCC(=O)N1CCN(*)CC1,,,,,,,,,,360.0
*CCCCCCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.6458
*CCCCCCCCCCCCNC(=O)C(=O)N*,,,,,,,,,,228.0
*CCCCCCCCCCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.6731
*CCCCC(C)CC(=O)N*,,,,,,,,,,179.0
*CCCC(C)CCC(=O)N*,,,,,,,,,,176.0
*CC(C)CCCCC(=O)N*,,,,,,,,,,188.0
*CCCCCCCCCCCCCCCCC(=O)N*,,,,,,,,,,150.0
*CCNC(=O)CCCCC(=O)N*,,,,,,,,,,71.0
*CCNC(=O)CCCCCCCCC(=O)N*,,,,,,,,,,268.0
*CCNC(=O)CCCCCCCCCCC(=O)N*,,,,,,,,,,260.5
*CCCCNC(=O)CCCCCC(=O)N*,,,,,,,,,,233.0
*CCCCNC(=O)CCCCCCCCCC(=O)N*,,,,,,,,,,208.0
*CCCCNC(=O)CCCCCCCCCCC(=O)N*,,,,,,,,,,238.5
*CCCCCNC(=O)CCCCCCC(=O)N*,,,,,,,,,,202.0
*CCCCCNC(=O)CCCCCCCCC(=O)N*,,,,,,,,,,195.0
*CCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,,,,,,,,,,178.0
*CCCCCCCNC(=O)CCCCCCCCCC(=O)N*,,,,,,,,,,197.0
*CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,,,,,,,,,,197.0
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,,,,,,,,,,179.0
*CCCCCCCCCNC(=O)CCCCCC(=O)N*,,,,,,,,,,197.0
*CCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,,,,,,,,,,176.0
*CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N*,,,,,,,,,,192.0
*CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*,,,,,,,,,,183.0
*CCCCCCCCCCNC(=O)CCCCCCC(=O)N*,,,,,,,,,,223.0
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,,,,,,,,,,188.0
*CCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,,,,,,,,,,40.0
*CCCCCCCCCCCCNC(=O)CCCCC(=O)N*,,,,,,,,,,236.0
*NC(C)C(C)C(*)=O,,,,,,,,,,400.0
*CCCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.7523
*CC=CCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.3865
*CCCCCCCCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.2366
*CCCCCCCCCCNC(=O)C(C)=C(C)C(=O)N*,,,,,,,,,,4.9889
*NC1CC(CCC(*)=O)C1(C)C,,,,,,,,,,358.0
*CCCCCCCCCNC(=O)CCC=CCCC(=O)N*,,,,,,,,,,5.6551
*CCCCCCNC(=O)C1CC1(C)C(=O)N*,,,,,,,,,,115.0
*CC1CCC(CNC(=O)CCCC(=O)N*)CC1,,,,,,,,,,228.5
*CC1CCC(CNC(=O)CCCCCCC(=O)N*)CC1,,,,,,,,,,263.0
*CC1CCC(CNC(=O)CCCCCCCC(=O)N*)CC1,,,,,,,,,,235.0
*CC1CCC(CNC(=O)CCCCCCCCC(=O)N*)CC1,,,,,,,,,,89.0
*CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N*)CC1,,,,,,,,,,85.0
*NC1CCC(CCC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,,,,,,,,,,105.0
*Nc1ccc(NC(=O)CCCCC(*)=O)cc1,,,,,,,,,,133.0
*Nc1cccc(NC(=O)CCCCCCC(*)=O)c1,,,,,,,,,,115.5
*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,,,,,,,,,,138.0
*Nc1ccc(NC(=O)CCCCCCCCC(*)=O)cc1,,,,,,,,,,125.0
*Cc1ccc(CNC(=O)c2cccc(C(=O)N*)c2)cc1,,,,,,,,,,290.0
*CCC(=O)N(*)C,,,,,,,,,,206.0
*CCCCCCCCCCCC(=O)N(*)C,,,,,,,,,,-29.0
*CCC(=O)N(CCN(C(=O)CCN1CCN(*)CC1)C(C)C)C(C)C,,,,,,,,,,210.0
*C(=O)CCN(C)CCN(C)CCC(=O)N1CCN(*)CC1,,,,,,,,,,113.0
*C(=O)C1CC(OC(C)=O)CN1*,,,,,,,,,,4.1614
*NC(CSC(=O)OCc1ccccc1)C(*)=O,,,,,,,,,,5.0387
*NC(C)C(=O)NCC(*)=O,,,,,,,,,,5.7945
*NC(C)C(=O)NC(CCC(=O)OCC)C(=O)NCC(*)=O,,,,,,,,,,5.3361
*NC(C)C(=O)NC(C)C(=O)NCC(*)=O,,,,,,,,,,5.7884
*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)nc1,,,,,,,,,,232.0
*C(=O)NCCCCCCNC(=O)c1cccc(*)n1,,,,,,,,,,220.0
*C(=O)NCCCCCCNC(=O)c1ccncc1*,,,,,,,,,,101.0
*C(=O)NCCCCCCNC(=O)c1cncc(*)c1,,,,,,,,,,257.0
*C(=O)NCCCCCCNC(=O)c1cc(*)c(C)nc1C,,,,,,,,,,140.0
*C(=O)NCCCCCCCCNC(=O)c1ccc(*)nc1,,,,,,,,,,232.0
*C(=O)NCCCCCCCCNC(=O)c1cncc(*)c1,,,,,,,,,,214.0
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,,,,,,,,,,223.0
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,,,,,,,,,,206.0
*CCCCCCC(=O)NCCCCCCNC(=O)CCCO*,,,,,,,,,,149.0
*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO*,,,,,,,,,,160.0
*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*,,,,,,,,,,159.0
*CCCCC(=O)NCCCCCCNC(=O)CCCO*,,,,,,,,,,160.0
*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*,,,,,,,,,,155.0
*NNC(=O)CCCCCCCCC(*)=O,,,,,,,,,,286.5
*NNC(=O)CCCCC(*)=O,,,,,,,,,,328.0
*C(=O)CCN1CCN(CCC(=O)N2CCN(*)C(C)C2)CC1,,,,,,,,,,217.0
*C(=O)CCC=CCCC(=O)N1CCN(*)CC1,,,,,,,,,,5.4878
*C(=O)c1cccc(C(=O)N2CCN(*)CC2)c1,,,,,,,,,,214.5
*C(=O)C1CC1C(=O)N1CCN(*)CC1,,,,,,,,,,330.0
*CCOCC(=O)NCCNC(=O)CO*,,,,,,,,,,5.9751
*Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC(*)=O)cc1,,,,,,,,,,92.0
*CC(C)C(=O)N*,,,,,,,,,,96.0
*NC(CSSCc1ccccc1)C(*)=O,,,,,,,,,,4.9511
*NC(C(*)=O)C(C)CC,,,,,,,,,,5.462
*NC(COC(C)=O)C(*)=O,,,,,,,,,,5.9781
*NC(CCC(=O)OCCCl)C(*)=O,,,,,,,,,,5.9169
*CCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*,,,,,,,,,,45.5
*CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*,,,,,,,,,,44.0
*CCCCCCCCCCCCCCCCCCCCCC(=O)N*,,,,,,,,,,145.0
*NC1CC1NC(=O)C1CC1C(*)=O,,,,,,,,,,285.0
*CCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)C(=O)N*,,,,,,,,,,268.0
*NNC(=O)c1cccc(C(=O)NNC(=S)c2cccc(C(*)=S)c2)c1,,,,,,,,,,324.0
*CCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,,,,,,,,,,167.0
*CCCCCNC(=O)CCCCCCCCC(=O)NCCCCCNC(=O)C(=O)N*,,,,,,,,,,258.0
*Nc1ccc(NC(=O)CCCCCCCC(*)=O)cc1,,,,,,,,,,130.0
*Nc1ccc(NC(=O)CCCC(*)=O)cc1,,,,,,,,,,135.0
*NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C(*)=S)c2)cc1,,,,,,,,,,309.0
*CCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)C(=O)N*,,,,,,,,,,300.0
*CCCCNC(=O)c1cccc(C(=O)N*)c1,,,,,,,,,,141.0
*CCCCNC(=O)CCCCCCC(=O)NCCCCNC(=O)C(=O)N*,,,,,,,,,,310.0
*CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N*,,,,,,,,,,276.0
*CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc(*)nc4c3)ccc2o1,,,,,,,,,,86.0
*Nc1ccc(NC(=O)CCCCCC(*)=O)cc1,,,,,,,,,,133.0
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,,,,,,,,,,279.0
